time,symbol,signal,rsi,cci,wr,strength,market,result
2026-05-03 14:02:24.298099,EUR/JPY,SELL,77,52.44615267092712,91.29461523678337,-43.242009132486345,0.11856456563439337,flat,LOSS 
2026-05-03 14:03:34.408363,EUR/JPY,SELL,77,55.18902452265254,96.52015960123192,-38.44748858445047,0.014820570703246105,flat,LOSS
